Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,GA,G_PK,GA_PK,year
Aboubacar Tambadou,ml MLI,MF,Najran,28,1987,9,8,730,0,0,0,0,1,1,0,0,0,0,0,2015
Ibrahim Al-Telhi,sa KSA,MF,Al-Taawoun,21,1994,1,1,26,0,0,0,0,0,0,0,0,0,0,0,2015
Moshari Al-Thamali,sa KSA,MF,Al-Shabab,23,1992,11,6,556,0,0,0,0,3,0,0,0,0,0,0,2015
Fahad Al-Thunayan,sa KSA,GK,Al-Hilal,28,1986,4,4,360,0,0,0,0,0,0,0,0,0,0,0,2015
Moataz Tombakti,sa KSA,MF,Al-Ittihad,21,1994,1,1,45,0,0,0,0,0,0,0,0,0,0,0,2015
Moataz Tombakti,sa KSA,MF,Al-Wehda,21,1994,6,6,501,0,0,0,0,1,0,0,0,0,0,0,2015
Mohammed Al-Towil,sa KSA,GK,Al-Khaleej,24,1991,5,4,405,0,0,0,0,0,0,0,0,0,0,0,2015
Tozin,br BRA,FW,Najran,30,1984,13,11,998,5,3,0,0,1,0,0.45,0.27,0.72,0.45,0.72,2015
James Troisi,au AUS,"FW,MF",Al-Ittihad,27,1988,8,7,573,0,1,0,0,1,0,0,0.16,0.16,0,0.16,2015
Nemanja Tubić,rs SRB,DF,Hajer,31,1984,7,7,607,0,0,0,0,0,0,0,0,0,0,0,2015
Ahmed Al-Turki,sa KSA,FW,Al-Taawoun,21,1994,2,0,25,0,0,0,0,1,0,0,0,0,0,0,2015
Hussain Al-Turki,sa KSA,FW,Al-Khaleej,33,1982,18,7,882,2,2,1,2,0,0,0.2,0.2,0.41,0.1,0.31,2015
Mamadou Wague,fr FRA,DF,Najran,24,1990,10,10,891,1,0,0,0,6,2,0.1,0,0.1,0.1,0.1,2015
Wesam Wahib,sa KSA,FW,Al-Qadsiah,23,1992,11,7,690,0,1,0,0,1,0,0,0.13,0.13,0,0.13,2015
Wesam Wahib,sa KSA,FW,Najran,23,1992,12,8,834,3,1,0,0,0,0,0.32,0.11,0.43,0.32,0.43,2015
Ernest Webnje Nfor,cm CMR,FW,Al-Wehda,29,1986,8,8,702,3,0,0,0,3,1,0.38,0,0.38,0.38,0.38,2015
Hadi Yahya,sa KSA,DF,Al-Faisaly,25,1990,1,1,90,0,0,0,0,1,0,0,0,0,0,0,2015
Sultan Al-Yami,sa KSA,DF,Al-Raed,28,1987,19,15,"1,403",1,1,0,0,5,0,0.06,0.06,0.13,0.06,0.13,2015
Ibrahim Zaied,sa KSA,GK,Al-Faisaly,25,1990,6,6,540,0,0,0,0,0,0,0,0,0,0,0,2015
Ahmed Al-Zain,sa KSA,MF,Al-Taawoun,24,1991,25,20,"1,715",3,3,0,0,2,1,0.16,0.16,0.31,0.16,0.31,2015
Ali Ahmed Al Zaqan,sa KSA,MF,Al-Wehda,24,1991,11,11,807,0,4,0,0,3,0,0,0.45,0.45,0,0.45,2015
Ibrahim Al Zawahreh,jo JOR,DF,Al-Khaleej,26,1989,21,18,"1,582",1,0,0,1,6,1,0.06,0,0.06,0.06,0.06,2015
Kamil Zayatte,gn GUI,"DF,MF",Al-Raed,30,1985,6,6,467,0,0,0,0,0,0,0,0,0,0,0,2015
Faisal Zayid,kw KUW,MF,Najran,23,1991,13,12,"1,058",1,0,0,0,0,0,0.09,0,0.09,0.09,0.09,2015
Khaled Al Zealaiy,sa KSA,MF,Al-Taawoun,28,1987,18,8,694,3,3,0,0,1,0,0.39,0.39,0.78,0.39,0.78,2015
Abdullah Al-Zori,sa KSA,DF,Al-Hilal,27,1987,21,16,"1,467",5,1,0,0,0,0,0.31,0.06,0.37,0.31,0.37,2015
Ali Al-Zubaidi,sa KSA,MF,Hajer,28,1986,3,2,192,0,0,0,0,0,0,0,0,0,0,0,2015
Ali Al-Zubaidi,sa KSA,DF,Hajer,22,1993,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
Ali Al-Zubaidi,sa KSA,DF,Al-Ahli,22,1993,10,10,872,1,1,0,0,0,0,0.1,0.1,0.21,0.1,0.21,2015
Ibrahim Al-Zubaidi,sa KSA,DF,Al-Nassr,26,1989,1,1,89,0,0,0,0,0,0,0,0,0,0,0,2015
Ibrahim Al-Zubaidi,sa KSA,DF,Najran,26,1989,8,8,617,0,1,0,0,1,0,0,0.15,0.15,0,0.15,2015
Mohammed Assiri (born 1995),sa KSA,MF,Al-Faisaly,21,1995,1,1,57,0,0,0,0,0,0,0,0,0,0,0,2016
Ahmed Abbas,sa KSA,MF,Al-Faisaly,31,1984,17,11,888,0,1,0,0,4,0,0,0.1,0.1,0,0.1,2016
Nasser Al Abdali,sa KSA,MF,Al-Ettifaq,23,1993,3,0,76,0,0,0,0,0,0,0,0,0,0,0,2016
Mohamed Abdel-Shafy,eg EGY,DF,Al-Ahli,31,1985,19,17,"1,553",0,2,0,0,1,0,0,0.12,0.12,0,0.12,2016
Saad Abdul-Amir,iq IRQ,"MF,DF",Al-Ahli,24,1992,10,10,878,1,0,0,0,0,1,0.1,0,0.1,0.1,0.1,2016
Saad Abdul-Amir,iq IRQ,MF,Al-Qadsiah,24,1992,13,13,"1,128",2,2,1,1,4,1,0.16,0.16,0.32,0.08,0.24,2016
Omar Abdulaziz,sa KSA,MF,Al-Faisaly,32,1983,24,24,"2,124",0,0,0,0,6,0,0,0,0,0,0,2016
Hussein Abdulghani,sa KSA,DF,Al-Nassr,39,1977,8,8,701,0,0,0,0,2,0,0,0,0,0,0,2016
Waleed Abdullah,sa KSA,GK,Al-Shabab,30,1986,13,13,"1,170",0,0,0,0,0,0,0,0,0,0,0,2016
Nawaf Al Abed,sa KSA,MF,Al-Hilal,26,1990,18,15,"1,318",7,4,1,1,3,0,0.48,0.27,0.75,0.41,0.68,2016
Abdulaziz Abo Shaqraa,sa KSA,DF,Al-Fateh,34,1981,7,4,354,0,0,0,0,1,0,0,0,0,0,0,2016
Hassan Abo Shararah,sa KSA,MF,Al-Qadsiah,19,1997,1,0,21,0,0,0,0,0,0,0,0,0,0,0,2016
Mazen Abo Shararah,sa KSA,"FW,MF",Al-Qadsiah,25,1991,21,3,572,2,0,0,0,1,0,0.31,0,0.31,0.31,0.31,2016
Abdulrahman Al-Aboud,sa KSA,MF,Al-Ettifaq,21,1995,2,1,106,0,0,0,0,0,0,0,0,0,0,0,2016
Khaled Al-Aboud,sa KSA,MF,Al-Khaleej,26,1990,10,6,472,0,0,0,0,0,0,0,0,0,0,0,2016
Mohammed Abousaban,sa KSA,MF,Al-Taawoun,26,1990,4,3,244,0,0,0,0,3,1,0,0,0,0,0,2016
Mohammed Abousaban,sa KSA,MF,Al-Fateh,26,1990,9,5,446,0,0,0,0,1,0,0,0,0,0,0,2016
Talal Al-Absi,sa KSA,DF,Al-Taawoun,23,1993,18,18,"1,620",0,0,0,0,5,0,0,0,0,0,0,2016
Felipe Adão,br BRA,FW,Al-Wehda,30,1985,5,2,251,1,0,1,1,0,0,0.36,0,0.36,0,0,2016
Ahmed Akaïchi,tn TUN,FW,Al-Ittihad,27,1989,18,16,"1,410",9,6,0,0,1,0,0.57,0.38,0.96,0.57,0.96,2016
Ahmad Akash,sa KSA,"DF,MF",Al-Nassr,25,1990,8,6,495,1,1,1,1,0,0,0.18,0.18,0.36,0,0.18,2016
Younes Alaiwi,sa KSA,MF,Al-Khaleej,26,1990,3,1,102,0,0,0,0,0,0,0,0,0,0,0,2016
Alemão,br BRA,DF,Al-Faisaly,30,1986,13,13,"1,170",0,0,0,0,4,0,0,0,0,0,0,2016
Shaye Ali Sharahili,sa KSA,MF,Al-Nassr,26,1990,19,12,"1,100",1,0,0,0,4,0,0.08,0,0.08,0.08,0.08,2016
Tiago Alves,br BRA,"MF,FW",Al-Hilal,23,1993,10,6,515,1,2,0,0,1,0,0.17,0.35,0.52,0.17,0.52,2016
William Alves,br BRA,DF,Al-Batin,29,1987,20,20,"1,755",1,1,0,0,1,0,0.05,0.05,0.1,0.05,0.1,2016
Mohammed Aman,sa KSA,DF,Al-Ahli,27,1988,6,2,283,1,0,0,0,0,0,0.32,0,0.32,0.32,0.32,2016
Ali Al-Ameri,sa KSA,GK,Al-Ittihad,21,1994,2,2,180,0,0,0,0,0,0,0,0,0,0,0,2016
Abdullah Al-Ammar,sa KSA,"DF,MF",Al-Fateh,22,1994,15,10,917,0,0,0,0,2,0,0,0,0,0,0,2016
Sari Amr,sa KSA,"DF,MF",Al-Taawoun,26,1989,7,5,450,0,1,0,0,2,0,0,0.2,0.2,0,0.2,2016
Hassan Al-Amri,sa KSA,MF,Al-Qadsiah,22,1994,20,13,"1,054",2,0,0,0,5,0,0.17,0,0.17,0.17,0.17,2016
Mohammed Al-Amri,sa KSA,DF,Al-Raed,24,1991,22,22,"1,927",0,1,0,0,3,0,0,0.05,0.05,0,0.05,2016
Heberty Fernandes de Andrade,tl TLS,MF,Al-Shabab,27,1988,12,12,"1,073",4,1,2,2,1,0,0.34,0.08,0.42,0.17,0.25,2016
Fahad Al Ansari,kw KUW,MF,Al-Ittihad,29,1987,24,23,"2,115",4,2,0,0,6,0,0.17,0.09,0.26,0.17,0.26,2016
Ahmed Al-Aoufi,sa KSA,MF,Al-Ittihad,24,1992,2,0,27,0,0,0,0,0,0,0,0,0,0,0,2016
Abdullah Al-Arraf,sa KSA,GK,Al-Wehda,21,1995,16,16,"1,440",0,0,0,0,0,0,0,0,0,0,0,2016
Abdulaziz Al-Aryani,sa KSA,"FW,MF",Al-Ittihad,20,1996,8,3,361,2,0,0,0,2,0,0.5,0,0.5,0.5,0.5,2016
Abdulfattah Asiri,sa KSA,MF,Al-Ahli,22,1994,20,13,"1,218",6,3,0,0,2,0,0.44,0.22,0.67,0.44,0.67,2016
Ahmed Assiri,sa KSA,DF,Al-Ittihad,24,1991,19,19,"1,702",1,0,0,0,3,1,0.05,0,0.05,0.05,0.05,2016
Mohammed Assiri,sa KSA,GK,Al-Qadsiah,23,1992,4,4,360,0,0,0,0,2,0,0,0,0,0,0,2016
Muhannad Assiri,sa KSA,FW,Al-Ahli,29,1986,14,2,359,4,1,0,0,1,0,1,0.25,1.25,1,1.25,2016
Abdullah Al Asta,sa KSA,DF,Al-Shabab,30,1986,24,24,"2,075",1,1,0,0,2,0,0.04,0.04,0.09,0.04,0.09,2016
Ali Awagi,sa KSA,MF,Al-Ahli,26,1989,10,2,284,3,1,0,0,2,0,0.95,0.32,1.27,0.95,1.27,2016
Abdullah Awaji,sa KSA,MF,Al-Faisaly,22,1994,7,3,248,0,1,0,0,1,0,0,0.36,0.36,0,0.36,2016
Mohammed Awaji,sa KSA,GK,Al-Shabab,21,1994,7,7,630,0,0,0,0,0,0,0,0,0,0,0,2016
Mircea Axente,ro ROU,"FW,MF",Al-Faisaly,29,1987,10,10,832,5,1,0,0,1,0,0.54,0.11,0.65,0.54,0.65,2016
Víctor Ayala,py PAR,MF,Al-Nassr,28,1988,20,15,"1,462",6,2,0,1,6,0,0.37,0.12,0.49,0.37,0.49,2016
Faisal Ayyadah,sa KSA,"MF,FW",Al-Batin,28,1988,14,9,785,3,0,0,0,4,0,0.34,0,0.34,0.34,0.34,2016
Fares Al-Ayyaf,sa KSA,MF,Al-Raed,24,1992,14,13,"1,102",0,0,0,0,4,1,0,0,0,0,0,2016
Bander Ba Ajaj,sa KSA,DF,Al-Wehda,21,1995,1,1,60,0,0,0,0,1,0,0,0,0,0,0,2016
Hattan Bahebri,sa KSA,MF,Al-Shabab,24,1992,18,13,"1,131",2,2,0,0,6,0,0.16,0.16,0.32,0.16,0.32,2016
Jamal Bajandouh,sa KSA,MF,Al-Ittihad,23,1992,21,11,"1,162",0,0,0,0,2,0,0,0,0,0,0,2016
Waleed Bakshween,sa KSA,"MF,DF",Al-Ahli,26,1989,4,4,328,0,0,0,0,2,0,0,0,0,0,0,2016
Ageel Balghaith,sa KSA,DF,Al-Ahli,29,1987,20,20,"1,769",1,0,0,0,1,0,0.05,0,0.05,0.05,0.05,2016
Badr Bander,sa KSA,MF,Al-Batin,22,1994,2,1,64,0,0,0,0,0,0,0,0,0,0,0,2016
Ismaël Bangoura,gn GUI,FW,Al-Raed,31,1985,25,24,"2,049",18,4,5,5,4,0,0.79,0.18,0.97,0.57,0.75,2016
Jehad Al Baour,sy SYR,DF,Al-Wehda,29,1987,11,11,990,0,0,0,0,2,0,0,0,0,0,0,2016
Khalaf Al-Baqaawi,sa KSA,FW,Al-Hilal,20,1996,1,0,14,0,0,0,0,0,0,0,0,0,0,0,2016
Abdulrahman Al-Barakah,sa KSA,MF,Al-Taawoun,25,1990,17,14,"1,267",0,1,0,0,6,0,0,0.07,0.07,0,0.07,2016
Yassin Barnawi,sa KSA,DF,Al-Qadsiah,22,1993,23,23,"2,010",0,0,0,0,10,0,0,0,0,0,0,2016
Mustafa Bassas,sa KSA,MF,Al-Ahli,23,1993,12,10,803,2,0,0,0,2,0,0.22,0,0.22,0.22,0.22,2016
Hatem Belal,sa KSA,"DF,MF",Al-Wehda,22,1994,18,18,"1,607",1,0,0,0,9,2,0.06,0,0.06,0.06,0.06,2016
Djamel Benlamri,dz ALG,DF,Al-Shabab,26,1989,21,21,"1,890",0,0,0,0,5,0,0,0,0,0,0,2016
Mohamed Benyettou,dz ALG,FW,Al-Shabab,26,1989,22,21,"1,890",10,1,2,3,2,0,0.48,0.05,0.52,0.38,0.43,2016
Tiago Bezerra,br BRA,"MF,FW",Al-Qadsiah,29,1987,11,11,836,1,0,1,1,0,0,0.11,0,0.11,0,0,2016
Abdulaziz Al Bishi,sa KSA,MF,Al-Shabab,28,1988,20,9,943,1,1,0,0,0,0,0.1,0.1,0.19,0.1,0.19,2016
Jufain Al-Bishi,sa KSA,DF,Al-Raed,29,1987,18,18,"1,620",0,0,0,0,6,0,0,0,0,0,0,2016
Mohamed Al-Bishi,sa KSA,DF,Al-Nassr,29,1987,4,3,341,1,0,0,0,1,0,0.26,0,0.26,0.26,0.26,2016
Sayaf Al-Bishi,sa KSA,DF,Al-Fateh,36,1980,16,16,"1,440",1,0,0,0,1,0,0.06,0,0.06,0.06,0.06,2016
Sayaf Al-Bishi,sa KSA,"MF,DF",Al-Raed,36,1980,4,4,325,1,0,0,0,1,0,0.28,0,0.28,0.28,0.28,2016
Sultan Al-Bishi,sa KSA,DF,Al-Faisaly,26,1990,16,14,"1,253",0,0,0,0,1,0,0,0,0,0,0,2016
Abdullah Al-Bladi,sa KSA,FW,Al-Fateh,22,1993,4,0,35,1,0,0,0,0,0,2.57,0,2.57,2.57,2.57,2016
Abdulelah Bokhari,sa KSA,"DF,MF",Al-Khaleej,22,1994,14,13,"1,185",0,2,0,0,3,0,0,0.15,0.15,0,0.15,2016
Léo Bonatini,br BRA,FW,Al-Hilal,22,1994,25,18,"1,505",12,3,2,2,0,0,0.72,0.18,0.9,0.6,0.78,2016
Aminou Bouba,cm CMR,DF,Al-Ettifaq,25,1991,22,22,"1,980",1,0,0,0,4,0,0.05,0,0.05,0.05,0.05,2016
Murtadh Al Braih,sa KSA,DF,Al-Ettifaq,26,1990,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2016
Mohammed Al-Breik,sa KSA,DF,Al-Hilal,23,1992,22,21,"1,908",1,3,0,0,4,0,0.05,0.14,0.19,0.05,0.19,2016
Tawfiq Bu Haymid,sa KSA,"MF,DF",Al-Fateh,29,1987,24,20,"1,688",4,1,0,0,9,0,0.21,0.05,0.27,0.21,0.27,2016
Ali Al-Bulaihi,sa KSA,DF,Al-Fateh,26,1989,23,23,"2,070",1,0,0,0,6,0,0.04,0,0.04,0.04,0.04,2016
Gonzalo Cabrera,ar ARG,MF,Al-Faisaly,27,1989,15,13,"1,036",2,1,0,0,1,0,0.17,0.09,0.26,0.17,0.26,2016
Juanmi Callejón,es ESP,"MF,FW",Al-Ettifaq,29,1987,11,9,820,1,3,0,0,1,0,0.11,0.33,0.44,0.11,0.44,2016
Luíz Carlos,br BRA,MF,Al-Ahli,31,1985,13,12,"1,039",0,1,0,0,2,0,0,0.09,0.09,0,0.09,2016
Lamjed Chehoudi,tn TUN,FW,Al-Fateh,30,1986,4,2,200,1,0,0,0,1,0,0.45,0,0.45,0.45,0.45,2016
Jhonnattann Da Conceicao,br BRA,"MF,FW",Al-Batin,35,1981,11,11,980,7,3,0,0,2,0,0.64,0.28,0.92,0.64,0.92,2016
Nayef Al Dafeeri,sa KSA,MF,Al-Batin,36,1980,11,7,530,0,0,0,0,0,0,0,0,0,0,0,2016
Eudes Dagoulou,cf CTA,MF,Al-Wehda,26,1990,6,5,385,0,0,0,0,3,0,0,0,0,0,0,2016
Ammar Al-Daheem,sa KSA,DF,Al-Ittihad,22,1993,7,3,283,1,0,0,0,0,0,0.32,0,0.32,0.32,0.32,2016
Khaled Dakheel,sa KSA,"MF,FW",Al-Batin,31,1984,17,10,900,0,3,0,0,2,0,0,0.3,0.3,0,0.3,2016
Faisel Darwish Ahmed,sa KSA,MF,Al-Shabab,20,1996,1,0,10,0,0,0,0,0,0,0,0,0,0,0,2016
Faisel Darwish,sa KSA,DF,Al-Hilal,25,1991,5,5,436,0,0,0,0,0,0,0,0,0,0,0,2016
Abdullah Al-Dawsari,sa KSA,DF,Al-Fateh,26,1990,18,16,"1,378",0,0,0,0,1,0,0,0,0,0,0,2016
Salem Al-Dawsari,sa KSA,MF,Al-Hilal,24,1991,17,11,"1,102",2,4,0,0,1,0,0.16,0.33,0.49,0.16,0.49,2016
Sultan Al-Deayea,sa KSA,DF,Al-Shabab,23,1993,6,6,495,0,0,0,0,0,0,0,0,0,0,0,2016
Ahmad Al Dhafeeri,kw KUW,MF,Al-Qadsiah,24,1992,7,6,480,0,0,0,0,1,0,0,0,0,0,0,2016
Jamal Al-Dhefiri,sa KSA,"DF,MF",Al-Batin,23,1992,8,6,463,0,0,0,0,0,0,0,0,0,0,0,2016
Abdulaziz Al-Dhiyabi,sa KSA,MF,Al-Batin,24,1992,2,0,29,0,0,0,0,0,0,0,0,0,0,0,2016
Ismaël Diakité,mr MTN,"MF,FW",Al-Khaleej,24,1991,5,2,209,1,0,0,0,1,0,0.43,0,0.43,0.43,0.43,2016
Jandson dos Santos,br BRA,FW,Al-Khaleej,29,1986,23,21,"1,861",12,3,2,2,6,0,0.58,0.15,0.73,0.48,0.63,2016
Goman El Dosary,sa KSA,DF,Al-Ettifaq,,,6,6,540,0,0,0,0,1,0,0,0,0,0,0,2016
Abdurahman Al-Dossari,sa KSA,MF,Al-Nassr,18,1997,12,6,517,0,0,0,0,1,0,0,0,0,0,0,2016
Jamaan Al-Dossari,sa KSA,"DF,MF",Al-Ettifaq,29,1987,18,18,"1,620",1,1,0,0,1,0,0.06,0.06,0.11,0.06,0.11,2016
Jamaan Al-Dossari,sa KSA,DF,Al-Shabab,22,1993,1,0,8,0,0,0,0,1,0,0,0,0,0,0,2016
Jamaan Al-Dossari,sa KSA,DF,Al-Faisaly,29,1987,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Saeed Al-Dossari,sa KSA,MF,Al-Taawoun,26,1990,25,22,"1,889",4,1,0,0,1,0,0.19,0.05,0.24,0.19,0.24,2016
Shafi Al-Dossari,sa KSA,DF,Al-Khaleej,26,1990,12,12,991,0,0,0,0,4,1,0,0,0,0,0,2016
Sultan Al-Dossari,sa KSA,"MF,DF",Al-Wehda,26,1990,10,9,683,0,0,0,0,3,0,0,0,0,0,0,2016
Yasmani Duk,bo BOL,FW,Al-Ettifaq,28,1988,2,2,117,0,0,0,0,0,0,0,0,0,0,0,2016
Carlos Eduardo,br BRA,"MF,FW",Al-Hilal,26,1989,22,22,"1,859",12,4,0,0,3,1,0.58,0.19,0.77,0.58,0.77,2016
Mohsen Al Eisa,sa KSA,MF,Al-Batin,29,1986,4,0,124,0,1,0,0,1,0,0,0.73,0.73,0,0.73,2016
Mhana Al Enazi,sa KSA,"DF,MF",Al-Batin,32,1983,26,25,"2,208",0,0,0,0,2,0,0,0,0,0,0,2016
Michael Eneramo,ng NGA,FW,Al-Ettifaq,30,1985,5,5,370,1,0,0,0,1,0,0.24,0,0.24,0.24,0.24,2016
Abdullah Al-Enezi,sa KSA,GK,Al-Nassr,25,1990,7,7,630,0,0,0,0,0,0,0,0,0,0,0,2016
Mashari Al-Enezi,sa KSA,"FW,MF",Al-Batin,27,1989,11,5,492,0,1,0,0,1,0,0,0.18,0.18,0,0.18,2016
Meshal Al-Enezi,sa KSA,MF,Al-Raed,29,1987,4,0,88,0,0,0,0,0,0,0,0,0,0,0,2016
Waleed Al-Enezi,sa KSA,GK,Al-Nassr,20,1996,7,7,630,0,0,0,0,1,0,0,0,0,0,0,2016
Abdullah Al-Fahad,sa KSA,DF,Al-Shabab,22,1994,23,23,"2,052",1,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,2016
Yasser Al-Fahmi,sa KSA,"MF,FW",Al-Wehda,24,1991,8,7,455,0,0,0,0,1,0,0,0,0,0,0,2016
Abdulmohsen Fallatah,sa KSA,DF,Al-Qadsiah,22,1994,22,19,"1,800",5,0,0,0,3,1,0.25,0,0.25,0.25,0.25,2016
Adnan Fallatah,sa KSA,DF,Al-Ittihad,32,1983,19,19,"1,645",3,4,0,0,3,0,0.16,0.22,0.38,0.16,0.38,2016
Fawaz Fallatah,sa KSA,DF,Al-Faisaly,27,1989,22,17,"1,618",0,0,0,0,6,0,0,0,0,0,0,2016
Mukhtar Fallatah,sa KSA,FW,Al-Wehda,28,1987,23,20,"1,835",16,3,3,4,4,0,0.78,0.15,0.93,0.64,0.78,2016
Lassana Fané,ml MLI,MF,Al-Batin,28,1987,7,4,352,0,0,0,0,1,0,0,0,0,0,0,2016
Salman Al-Faraj,sa KSA,"MF,DF",Al-Hilal,26,1989,17,16,"1,449",2,2,0,0,0,0,0.12,0.12,0.25,0.12,0.25,2016
Mohand Al Farsy,sa KSA,"MF,FW",Al-Wehda,24,1991,12,9,736,0,1,0,0,2,0,0,0.12,0.12,0,0.12,2016
Mohammed Al Fatil,sa KSA,DF,Al-Ahli,24,1992,21,20,"1,749",1,1,0,0,3,0,0.05,0.05,0.1,0.05,0.1,2016
Bismark Ferreira,br BRA,"MF,FW",Al-Qadsiah,23,1993,23,22,"1,743",8,1,0,0,4,0,0.41,0.05,0.46,0.41,0.46,2016
Giannis Fetfatzidis,gr GRE,MF,Al-Ahli,25,1990,25,19,"1,647",3,6,0,0,2,0,0.16,0.33,0.49,0.16,0.49,2016
Boubacar Fofana,gn GUI,MF,Al-Khaleej,26,1989,8,4,433,0,0,0,0,1,0,0,0,0,0,0,2016
Boubacar Fofana,gn GUI,MF,Al-Ettifaq,26,1989,11,11,886,1,0,0,0,3,0,0.1,0,0.1,0.1,0.1,2016
Ahmed Al-Fraidi,sa KSA,MF,Al-Nassr,28,1988,15,10,943,1,3,0,0,4,0,0.1,0.29,0.38,0.1,0.38,2016
Adama François Sene,sn SEN,DF,Al-Khaleej,26,1989,22,22,"1,841",2,0,0,0,4,2,0.1,0,0.1,0.1,0.1,2016
Mazyad Freeh,sa KSA,GK,Al-Batin,27,1989,24,24,"2,160",0,0,0,0,3,0,0,0,0,0,0,2016
Moslem Al Freej,sa KSA,GK,Al-Khaleej,28,1988,26,26,"2,340",0,0,0,0,2,0,0,0,0,0,0,2016
Patrick Friday Eze,ng NGA,"FW,MF",Al-Qadsiah,23,1992,24,23,"1,882",5,5,0,0,2,0,0.24,0.24,0.48,0.24,0.48,2016
Ayman Ftayni,sa KSA,MF,Al-Raed,21,1994,11,5,498,0,0,0,0,2,0,0,0,0,0,0,2016
Mohammed Al-Fuhaid,sa KSA,"MF,DF",Al-Fateh,26,1990,17,16,"1,404",1,0,0,0,6,0,0.06,0,0.06,0.06,0.06,2016
Ibrahim Ghaleb,sa KSA,"MF,FW",Al-Nassr,25,1991,10,8,706,0,0,0,0,2,0,0,0,0,0,0,2016
Abdulrahman Al-Ghamdi,sa KSA,"FW,MF",Al-Ittihad,21,1994,11,8,605,0,1,0,0,0,0,0,0.15,0.15,0,0.15,2016
Ahmed Al-Ghamdi,sa KSA,GK,Al-Wehda,22,1994,5,4,407,0,0,0,0,0,0,0,0,0,0,0,2016
Khalid Al-Ghamdi,sa KSA,DF,Al-Nassr,28,1988,24,24,"2,032",0,4,0,0,3,0,0,0.18,0.18,0,0.18,2016
Raed Al-Ghamdi,sa KSA,"FW,MF",Al-Ahli,22,1994,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2016
Raed Al-Ghamdi,sa KSA,"MF,FW",Al-Khaleej,22,1994,9,4,347,2,0,0,0,1,0,0.52,0,0.52,0.52,0.52,2016
Sultan Al-Ghamdi,sa KSA,GK,Al-Taawoun,24,1992,5,4,405,0,0,0,0,0,0,0,0,0,0,0,2016
Sultan Al-Ghanam,sa KSA,MF,Al-Faisaly,22,1994,2,1,92,0,0,0,0,0,0,0,0,0,0,0,2016
Fahad Ghazi,sa KSA,DF,Al-Hilal,22,1994,3,3,270,0,0,0,0,1,0,0,0,0,0,0,2016
Sultan Ghunaiman,sa KSA,DF,Al-Batin,26,1989,23,22,"2,027",1,2,0,0,5,0,0.04,0.09,0.13,0.04,0.13,2016
Gilmar,br BRA,MF,Al-Raed,26,1990,13,8,667,1,2,0,0,4,1,0.13,0.27,0.4,0.13,0.4,2016
Élton José Xavier Gomes,br BRA,MF,Al-Qadsiah,30,1986,10,10,889,3,3,2,2,1,0,0.3,0.3,0.61,0.1,0.4,2016
João Guilherme,br BRA,DF,Al-Fateh,30,1986,5,5,450,0,0,0,0,0,0,0,0,0,0,0,2016
Ahmed Al-Habib,sa KSA,DF,Al-Raed,23,1993,20,18,"1,591",1,0,0,0,7,1,0.06,0,0.06,0.06,0.06,2016
Hassan Al-Habib,sa KSA,MF,Al-Ettifaq,21,1994,13,3,500,0,1,0,0,1,0,0,0.18,0.18,0,0.18,2016
Abdullah Al-Hafith,sa KSA,DF,Al-Hilal,23,1992,16,14,"1,257",0,0,0,0,2,0,0,0,0,0,0,2016
Hussain Halawani,sa KSA,MF,Al-Ittihad,20,1996,1,0,7,0,0,0,0,0,0,0,0,0,0,0,2016
Muteb Al-Hamaad,sa KSA,FW,Al-Nassr,17,1998,1,0,45,0,0,0,0,0,0,0,0,0,0,0,2016
Fahad Hamad,sa KSA,MF,Al-Ahli,26,1989,4,4,281,0,0,0,0,0,0,0,0,0,0,0,2016
Hamdan Al-Hamdan,sa KSA,"MF,DF",Al-Fateh,31,1984,24,16,"1,493",3,0,0,0,2,0,0.18,0,0.18,0.18,0.18,2016
Mounir El Hamdaoui,ma MAR,FW,Al-Taawoun,32,1984,12,10,923,5,0,1,2,1,0,0.49,0,0.49,0.39,0.39,2016
Hamed Al-Hamed,sa KSA,MF,Al-Fateh,28,1987,10,1,232,0,0,0,0,2,1,0,0,0,0,0,2016
Ahmed Hamoudi,eg EGY,MF,Al-Batin,26,1990,8,6,507,1,2,0,0,0,0,0.18,0.36,0.53,0.18,0.53,2016
Yassin Hamzah,sa KSA,DF,Al-Ittihad,25,1990,11,9,772,0,0,0,0,0,0,0,0,0,0,0,2016
Mansor Hamzi,sa KSA,MF,Al-Faisaly,24,1992,20,12,"1,053",4,2,0,0,1,0,0.34,0.17,0.51,0.34,0.51,2016
Farid Al-Harbi,sa KSA,FW,Al-Wehda,26,1990,9,0,145,1,0,0,0,0,0,0.62,0,0.62,0.62,0.62,2016
Mansoor Al-Harbi,sa KSA,DF,Al-Ahli,28,1987,14,9,857,0,3,0,0,2,0,0,0.32,0.32,0,0.32,2016
Amer Haroon,sa KSA,DF,Al-Wehda,23,1992,5,5,400,0,0,0,0,0,0,0,0,0,0,0,2016
